driverId,lap,stop,time,duration,Season,Round
mick_schumacher,24,1,15:37:40,24.487,2022,21
albon,25,2,15:39:08,23.352,2022,21
vettel,26,1,15:40:04,24.248,2022,21
hamilton,29,1,15:43:41,24.081,2022,21
stroll,29,1,15:44:14,23.469,2022,21
latifi,32,2,15:48:45,24.292,2022,21
alonso,35,2,15:51:56,28.855,2022,21
gasly,35,2,15:52:05,23.328,2022,21
sainz,36,2,15:52:50,23.483,2022,21
zhou,37,2,15:54:45,25.111,2022,21
tsunoda,40,2,15:58:47,23.645,2022,21
leclerc,44,3,16:03:38,23.124,2022,21
bottas,45,2,16:04:45,24.616,2022,21
vettel,45,2,16:04:49,24.028,2022,21
albon,12,1,17:21:53,21.793,2022,22
stroll,13,1,17:23:19,21.814,2022,22
ocon,14,1,17:24:48,21.895,2022,22
tsunoda,14,1,17:24:50,21.591,2022,22
mick_schumacher,14,1,17:24:59,22.276,2022,22
gasly,14,1,17:25:03,21.855,2022,22
perez,15,1,17:26:00,21.360,2022,22
russell,15,1,17:26:08,24.243,2022,22
norris,15,1,17:26:16,22.234,2022,22
zhou,15,1,17:26:28,22.435,2022,22
latifi,15,1,17:26:44,22.423,2022,22
sainz,17,1,17:29:08,21.930,2022,22
hamilton,18,1,17:30:48,21.270,2022,22
alonso,19,1,17:32:33,21.740,2022,22
ricciardo,19,1,17:32:38,21.893,2022,22
max_verstappen,20,1,17:33:31,22.735,2022,22
leclerc,21,1,17:35:10,22.210,2022,22
vettel,25,1,17:41:51,23.186,2022,22
kevin_magnussen,28,1,17:46:53,22.387,2022,22
bottas,30,1,17:49:54,22.573,2022,22
perez,33,2,17:53:33,21.367,2022,22
mick_schumacher,34,2,17:55:56,23.530,2022,22
albon,35,2,17:57:22,21.798,2022,22
tsunoda,38,2,18:01:49,22.262,2022,22
sainz,39,2,18:02:41,21.575,2022,22
russell,39,2,18:02:44,27.931,2022,22
latifi,38,2,18:02:50,25.174,2022,22
stroll,40,2,18:04:44,21.802,2022,22
ocon,41,2,18:06:09,21.734,2022,22
norris,42,2,18:07:36,21.559,2022,22
gasly,9,1,18:18:56,25.885,2023,1
norris,10,1,18:20:31,32.766,2023,1
tsunoda,10,1,18:20:34,25.267,2023,1
bottas,11,1,18:22:06,25.399,2023,1
albon,11,1,18:22:12,25.054,2023,1
hulkenberg,11,1,18:22:21,26.075,2023,1
de_vries,11,1,18:22:21,25.018,2023,1
hamilton,12,1,18:23:40,24.682,2023,1
ocon,12,1,18:23:50,24.966,2023,1
sargeant,12,1,18:23:55,25.600,2023,1
zhou,12,1,18:24:01,25.787,2023,1
leclerc,13,1,18:25:06,24.345,2023,1
sainz,13,1,18:25:17,24.500,2023,1
russell,13,1,18:25:24,27.062,2023,1
max_verstappen,14,1,18:26:35,24.289,2023,1
alonso,14,1,18:27:02,25.800,2023,1
stroll,15,1,18:28:45,25.449,2023,1
kevin_magnussen,15,1,18:29:10,25.439,2023,1
ocon,15,2,18:29:11,41.462,2023,1
perez,17,1,18:31:42,24.264,2023,1
norris,17,2,18:32:38,33.661,2023,1
gasly,25,2,18:45:48,24.879,2023,1
albon,26,2,18:47:25,24.920,2023,1
tsunoda,26,2,18:47:26,24.372,2023,1
hulkenberg,26,2,18:47:41,37.769,2023,1
de_vries,27,2,18:49:16,25.234,2023,1
norris,27,3,18:49:35,33.467,2023,1
bottas,29,2,18:52:16,25.643,2023,1
kevin_magnussen,29,2,18:52:40,25.344,2023,1
hamilton,30,2,18:53:36,24.690,2023,1
piastri,1,1,20:05:36,31.534,2023,2
norris,2,1,20:07:18,29.444,2023,2
kevin_magnussen,8,1,20:16:55,20.870,2023,2
bottas,9,1,20:18:38,21.505,2023,2
zhou,11,1,20:21:41,21.703,2023,2
hulkenberg,11,1,20:21:43,21.567,2023,2
stroll,13,1,20:24:39,21.150,2023,2
gasly,14,1,20:26:26,20.719,2023,2
sainz,15,1,20:27:49,20.760,2023,2
leclerc,16,1,20:29:29,20.026,2023,2
ocon,16,1,20:29:34,20.762,2023,2
tsunoda,17,1,20:31:24,21.414,2023,2
albon,17,1,20:31:32,21.397,2023,2
de_vries,17,1,20:31:39,21.116,2023,2
bottas,17,2,20:32:08,22.191,2023,2
perez,18,1,20:32:46,20.715,2023,2
alonso,18,1,20:32:54,26.879,2023,2
russell,18,1,20:33:05,20.828,2023,2
max_verstappen,18,1,20:33:15,20.824,2023,2
hamilton,18,1,20:33:24,21.102,2023,2
sargeant,18,1,20:33:55,21.064,2023,2
zhou,18,2,20:34:06,21.282,2023,2
norris,19,2,20:36:25,21.352,2023,2
bottas,35,3,21:02:57,21.808,2023,2
ocon,1,1,15:05:04,18.056,2023,3
zhou,1,1,15:05:11,18.951,2023,3
sargeant,1,1,15:05:13,18.382,2023,3
perez,1,1,15:05:15,17.657,2023,3
bottas,1,1,15:05:16,21.659,2023,3
sargeant,2,2,15:07:25,19.158,2023,3
perez,2,2,15:07:26,17.814,2023,3
russell,7,1,15:15:01,19.146,2023,3
sainz,7,1,15:15:05,18.319,2023,3
kevin_magnussen,7,1,15:15:21,20.789,2023,3
hamilton,8,1,15:17:43,15:25.181,2023,3
max_verstappen,8,1,15:17:45,15:25.112,2023,3
alonso,8,1,15:17:48,15:26.940,2023,3
stroll,8,1,15:17:51,15:27.222,2023,3
gasly,8,1,15:17:53,15:26.996,2023,3
hulkenberg,8,1,15:17:55,15:26.326,2023,3
russell,8,2,15:17:59,15:30.824,2023,3
tsunoda,8,1,15:18:02,15:31.820,2023,3
norris,8,1,15:18:04,15:34.763,2023,3
piastri,8,1,15:18:06,15:34.541,2023,3
sainz,8,2,15:18:08,15:37.024,2023,3
de_vries,8,1,15:18:11,15:37.874,2023,3
ocon,8,2,15:18:14,15:37.929,2023,3
perez,8,3,15:18:16,15:37.512,2023,3
zhou,8,2,15:18:19,15:37.849,2023,3
bottas,8,2,15:18:21,15:37.594,2023,3
sargeant,8,3,15:18:23,15:38.017,2023,3
kevin_magnussen,8,2,15:18:27,15:40.228,2023,3
sargeant,36,4,16:15:29,19.018,2023,3
de_vries,45,2,16:28:14,18.080,2023,3
gasly,5,1,15:13:22,20.235,2023,4
bottas,6,1,15:15:14,20.967,2023,4
albon,7,1,15:16:57,21.103,2023,4
tsunoda,8,1,15:18:43,20.497,2023,4
piastri,8,1,15:18:44,20.902,2023,4
sargeant,8,1,15:18:50,21.015,2023,4
hamilton,9,1,15:20:23,20.324,2023,4
norris,9,1,15:20:27,20.346,2023,4
max_verstappen,10,1,15:22:00,20.707,2023,4
kevin_magnussen,10,1,15:22:35,30.951,2023,4
perez,11,1,15:24:20,20.389,2023,4
leclerc,11,1,15:24:25,21.126,2023,4
sainz,11,1,15:24:33,21.970,2023,4
alonso,11,1,15:24:35,23.148,2023,4
russell,11,1,15:24:42,20.459,2023,4
stroll,11,1,15:24:42,23.161,2023,4
zhou,11,1,15:25:01,22.247,2023,4
bottas,12,2,15:27:47,22.354,2023,4
gasly,23,2,15:48:15,21.169,2023,4
bottas,34,3,16:08:14,21.012,2023,4
russell,49,2,16:34:10,21.389,2023,4
hulkenberg,49,1,16:34:47,24.748,2023,4
ocon,50,1,16:36:20,20.367,2023,4
sargeant,2,1,15:37:09,48.938,2023,5
norris,4,1,15:40:18,24.090,2023,5
piastri,5,1,15:41:49,22.205,2023,5
kevin_magnussen,14,1,15:55:45,22.616,2023,5
gasly,15,1,15:57:16,22.417,2023,5
bottas,15,1,15:57:23,23.158,2023,5
de_vries,15,1,15:57:33,23.487,2023,5
russell,17,1,16:00:18,22.335,2023,5
leclerc,17,1,16:00:25,22.068,2023,5
sainz,18,1,16:01:46,22.278,2023,5
perez,20,1,16:04:48,21.884,2023,5
albon,22,1,16:08:22,22.482,2023,5
alonso,24,1,16:11:02,22.631,2023,5
zhou,31,1,16:22:27,22.796,2023,5
hulkenberg,33,1,16:25:26,23.120,2023,5
tsunoda,36,1,16:30:01,22.390,2023,5
hamilton,37,1,16:31:29,22.150,2023,5
ocon,39,1,16:34:33,21.942,2023,5
stroll,42,1,16:39:18,22.651,2023,5
max_verstappen,45,1,16:42:58,22.688,2023,5
hulkenberg,1,1,15:04:32,32.494,2023,6
zhou,1,1,15:04:37,26.141,2023,6
perez,1,1,15:04:37,24.887,2023,6
albon,18,1,15:27:12,24.290,2023,6
sargeant,20,1,15:30:02,24.376,2023,6
sargeant,23,2,15:34:16,27.774,2023,6
hamilton,31,1,15:43:34,24.594,2023,6
ocon,32,1,15:44:45,25.833,2023,6
sainz,33,1,15:46:05,24.252,2023,6
perez,34,2,15:48:26,32.749,2023,6
leclerc,44,1,16:00:25,24.192,2023,6
gasly,47,1,16:04:16,23.902,2023,6
norris,50,1,16:08:48,24.663,2023,6
bottas,51,1,16:10:46,30.395,2023,6
stroll,51,1,16:10:52,24.656,2023,6
zhou,52,2,16:12:35,25.260,2023,6
albon,52,2,16:12:37,26.990,2023,6
tsunoda,53,1,16:13:18,33.706,2023,6
sargeant,52,3,16:13:19,25.946,2023,6
alonso,54,1,16:13:32,24.414,2023,6
de_vries,53,1,16:13:47,24.539,2023,6
russell,54,1,16:13:57,30.980,2023,6
ocon,54,2,16:14:06,24.707,2023,6
hamilton,54,2,16:14:09,26.685,2023,6
gasly,54,2,16:14:18,29.949,2023,6
perez,53,3,16:14:19,24.217,2023,6
max_verstappen,55,1,16:15:17,24.798,2023,6
piastri,54,1,16:15:18,25.851,2023,6
norris,54,2,16:15:20,33.428,2023,6
alonso,55,2,16:15:37,25.916,2023,6
norris,1,1,15:04:44,37.736,2023,7
bottas,5,1,15:10:18,23.691,2023,7
hulkenberg,8,1,15:14:21,22.298,2023,7
zhou,9,1,15:15:38,23.430,2023,7
de_vries,9,1,15:15:44,22.522,2023,7
tsunoda,10,1,15:17:01,22.176,2023,7
kevin_magnussen,10,1,15:17:06,22.124,2023,7
ocon,13,1,15:21:01,22.112,2023,7
stroll,14,1,15:22:19,22.355,2023,7
sainz,15,1,15:23:33,22.321,2023,7
leclerc,16,1,15:25:17,21.778,2023,7
albon,16,1,15:25:24,23.319,2023,7
piastri,17,1,15:26:32,22.370,2023,7
sargeant,17,1,15:26:49,22.583,2023,7
alonso,19,1,15:29:09,22.558,2023,7
gasly,19,1,15:29:18,23.388,2023,7
norris,22,2,15:33:50,22.850,2023,7
hamilton,24,1,15:35:37,22.575,2023,7
kevin_magnussen,24,2,15:36:26,24.800,2023,7
russell,25,1,15:37:07,22.275,2023,7
max_verstappen,26,1,15:38:06,22.241,2023,7
hulkenberg,26,2,15:39:04,23.257,2023,7
perez,27,1,15:39:57,21.775,2023,7
stroll,34,2,15:49:34,23.371,2023,7
tsunoda,34,2,15:49:38,22.009,2023,7
ocon,35,2,15:50:57,24.110,2023,7
zhou,36,2,15:52:25,22.889,2023,7
sargeant,36,2,15:52:53,23.827,2023,7
albon,37,2,15:54:12,23.449,2023,7
de_vries,38,2,15:55:17,21.976,2023,7
tsunoda,1,1,14:04:32,23.646,2023,8
gasly,10,1,14:16:36,27.515,2023,8
hulkenberg,11,1,14:17:50,24.880,2023,8
stroll,11,1,14:17:53,23.711,2023,8
de_vries,11,1,14:17:56,24.960,2023,8
max_verstappen,12,1,14:18:49,23.644,2023,8
hamilton,12,1,14:18:59,24.339,2023,8
alonso,12,1,14:19:00,24.031,2023,8
ocon,12,1,14:19:12,24.402,2023,8
piastri,12,1,14:19:16,24.828,2023,8
norris,12,1,14:19:24,25.862,2023,8
albon,12,1,14:19:25,25.064,2023,8
zhou,12,1,14:19:31,24.161,2023,8
russell,12,1,14:19:55,1:28.943,2023,8
stroll,27,2,14:42:23,23.839,2023,8
hulkenberg,31,2,14:47:37,24.200,2023,8
zhou,32,2,14:48:55,27.509,2023,8
gasly,33,2,14:50:14,24.117,2023,8
tsunoda,34,2,14:51:31,27.523,2023,8
norris,35,2,14:52:42,23.570,2023,8
kevin_magnussen,35,1,14:53:34,24.909,2023,8
ocon,36,2,14:53:56,23.698,2023,8
bottas,36,1,14:53:58,24.038,2023,8
perez,37,1,14:55:06,23.281,2023,8
piastri,37,2,14:55:21,23.436,2023,8
sainz,38,1,14:56:16,24.133,2023,8
leclerc,39,1,14:57:32,24.343,2023,8
hamilton,40,2,14:58:46,23.749,2023,8
alonso,41,2,14:59:58,23.928,2023,8
max_verstappen,42,2,15:01:10,23.910,2023,8
kevin_magnussen,1,1,15:04:16,26.587,2023,9
tsunoda,1,1,15:04:31,29.691,2023,9
max_verstappen,2,1,15:05:57,16.369,2023,9
leclerc,2,1,15:05:59,16.393,2023,9
sainz,2,1,15:06:01,16.380,2023,9
hamilton,2,1,15:06:03,16.415,2023,9
norris,2,1,15:06:05,18.076,2023,9
alonso,2,1,15:06:08,16.600,2023,9
hulkenberg,2,1,15:06:09,16.778,2023,9
stroll,2,1,15:06:11,16.646,2023,9
gasly,2,1,15:06:12,16.380,2023,9
albon,2,1,15:06:13,16.737,2023,9
russell,2,1,15:06:17,17.946,2023,9
ocon,2,1,15:06:19,18.143,2023,9
perez,2,1,15:06:20,17.428,2023,9
zhou,2,1,15:06:22,17.467,2023,9
piastri,2,1,15:06:23,17.324,2023,9
sargeant,2,1,15:06:25,17.337,2023,9
bottas,2,1,15:06:27,17.130,2023,9
de_vries,2,1,15:06:28,17.033,2023,9
kevin_magnussen,2,2,15:06:31,25.654,2023,9
tsunoda,2,2,15:06:33,16.246,2023,9
zhou,8,2,15:14:10,24.374,2023,9
hulkenberg,11,2,15:17:41,21.891,2023,9
de_vries,12,2,15:19:01,21.333,2023,9
hamilton,14,2,15:21:10,21.993,2023,9
norris,14,2,15:21:12,21.290,2023,9
gasly,14,2,15:21:20,21.814,2023,9
albon,14,2,15:21:22,21.562,2023,9
russell,14,2,15:21:23,22.262,2023,9
hulkenberg,7,1,15:14:17,41.972,2023,10
tsunoda,14,1,15:25:15,28.353,2023,10
leclerc,18,1,15:31:08,28.244,2023,10
zhou,24,1,15:40:56,29.177,2023,10
sainz,26,1,15:43:36,28.869,2023,10
de_vries,27,1,15:45:34,28.242,2023,10
russell,28,1,15:46:37,29.455,2023,10
perez,28,1,15:46:50,28.060,2023,10
piastri,29,1,15:48:05,28.655,2023,10
sargeant,29,1,15:48:37,28.847,2023,10
gasly,31,1,15:51:30,28.458,2023,10
stroll,31,1,15:51:39,28.561,2023,10
albon,32,1,15:53:10,29.634,2023,10
leclerc,32,2,15:53:11,28.805,2023,10
bottas,32,1,15:53:38,29.662,2023,10
tsunoda,32,2,15:53:48,28.603,2023,10
de_vries,32,2,15:53:55,28.413,2023,10
hulkenberg,32,2,15:54:11,30.003,2023,10
max_verstappen,33,1,15:54:29,29.056,2023,10
norris,33,1,15:54:43,28.438,2023,10
hamilton,33,1,15:54:58,29.169,2023,10
alonso,33,1,15:55:09,28.679,2023,10
zhou,33,2,15:56:08,28.709,2023,10
zhou,36,3,16:02:39,34.374,2023,10
albon,8,1,15:14:47,22.076,2023,11
stroll,9,1,15:16:10,21.910,2023,11
tsunoda,9,1,15:16:10,26.170,2023,11
bottas,9,1,15:16:11,22.114,2023,11
zhou,10,1,15:17:40,29.211,2023,11
sargeant,13,1,15:21:59,24.001,2023,11
kevin_magnussen,14,1,15:23:24,22.753,2023,11
sainz,15,1,15:24:37,21.402,2023,11
hamilton,16,1,15:25:56,21.974,2023,11
hulkenberg,16,1,15:26:11,22.922,2023,11
norris,17,1,15:27:16,21.541,2023,11
leclerc,17,1,15:27:23,28.404,2023,11
piastri,18,1,15:28:39,21.171,2023,11
ricciardo,18,1,15:29:10,21.958,2023,11
alonso,20,1,15:31:46,22.916,2023,11
max_verstappen,23,1,15:35:32,21.407,2023,11
perez,24,1,15:37:20,21.862,2023,11
russell,28,1,15:43:20,21.886,2023,11
ricciardo,29,2,15:45:13,22.203,2023,11
albon,31,2,15:47:54,21.762,2023,11
stroll,34,2,15:52:02,22.403,2023,11
sargeant,34,2,15:52:24,22.197,2023,11
hulkenberg,38,2,15:57:58,21.955,2023,11
zhou,38,2,15:58:02,22.853,2023,11
bottas,40,2,16:00:39,23.242,2023,11
kevin_magnussen,41,2,16:02:32,22.152,2023,11
piastri,42,2,16:02:48,22.030,2023,11
perez,42,2,16:02:51,20.880,2023,11
leclerc,43,2,16:04:31,21.452,2023,11
alonso,43,2,16:04:39,24.152,2023,11
norris,5,1,15:13:27,25.012,2023,12
kevin_magnussen,5,1,15:13:30,23.638,2023,12
ricciardo,5,1,15:13:31,22.843,2023,12
ocon,6,1,15:15:23,23.085,2023,12
bottas,6,1,15:15:24,23.362,2023,12
albon,7,1,15:17:14,25.015,2023,12
sainz,7,1,15:17:20,23.303,2023,12
zhou,7,1,15:17:21,24.449,2023,12
sargeant,8,1,15:19:14,23.570,2023,12
tsunoda,9,1,15:20:59,22.610,2023,12
alonso,10,1,15:22:48,23.085,2023,12
hamilton,12,1,15:26:27,23.090,2023,12
hulkenberg,12,1,15:26:56,24.571,2023,12
perez,13,1,15:28:09,23.684,2023,12
leclerc,13,1,15:28:16,23.224,2023,12
max_verstappen,14,1,15:30:04,22.887,2023,12
norris,17,2,15:36:37,23.744,2023,12
stroll,20,1,15:42:12,25.397,2023,12
russell,22,1,15:46:00,23.837,2023,12
ricciardo,22,2,15:46:18,23.290,2023,12
gasly,23,1,15:48:00,25.664,2023,12
albon,23,2,15:48:02,23.596,2023,12
tsunoda,24,2,15:49:52,22.737,2023,12
bottas,24,2,15:50:02,23.786,2023,12
hulkenberg,24,2,15:50:04,25.238,2023,12
sargeant,24,2,15:50:09,23.938,2023,12
ocon,25,2,15:51:50,23.339,2023,12
kevin_magnussen,25,2,15:51:55,23.572,2023,12
zhou,25,2,15:52:01,24.045,2023,12
hamilton,27,2,15:55:00,23.023,2023,12
perez,1,1,15:04:43,22.666,2023,13
leclerc,1,1,15:04:46,32.686,2023,13
gasly,1,1,15:04:47,28.469,2023,13
zhou,1,1,15:04:49,23.088,2023,13
tsunoda,1,1,15:04:50,32.321,2023,13
lawson,1,1,15:04:53,42.641,2023,13
kevin_magnussen,1,1,15:04:55,31.341,2023,13
max_verstappen,2,1,15:06:25,20.379,2023,13
alonso,2,1,15:06:26,20.647,2023,13
sainz,2,1,15:06:31,20.973,2023,13
ocon,2,1,15:06:39,22.534,2023,13
norris,3,1,15:08:18,20.170,2023,13
hamilton,3,1,15:08:35,20.266,2023,13
russell,4,1,15:10:00,21.201,2023,13
stroll,4,1,15:10:16,20.036,2023,13
kevin_magnussen,9,2,15:16:59,20.137,2023,13
hamilton,9,2,15:17:26,19.970,2023,13
stroll,9,2,15:17:44,20.208,2023,13
zhou,10,2,15:18:09,20.231,2023,13
alonso,10,2,15:18:10,20.109,2023,13
sainz,10,2,15:18:16,19.511,2023,13
tsunoda,10,2,15:18:24,18.904,2023,13
ocon,10,2,15:18:26,19.795,2023,13
norris,10,2,15:18:33,20.395,2023,13
lawson,10,2,15:18:37,30.836,2023,13
russell,10,2,15:18:55,20.148,2023,13
max_verstappen,11,2,15:19:24,19.289,2023,13
gasly,11,2,15:19:34,19.518,2023,13
leclerc,11,2,15:19:46,27.202,2023,13
perez,12,2,15:20:46,19.460,2023,13
gasly,10,1,15:38:07,27.376,2023,14
zhou,11,1,15:39:33,24.396,2023,14
kevin_magnussen,12,1,15:41:12,24.660,2023,14
lawson,13,1,15:42:27,24.212,2023,14
hulkenberg,14,1,15:43:56,26.095,2023,14
sargeant,14,1,15:43:57,24.779,2023,14
albon,15,1,15:45:13,24.538,2023,14
sainz,19,1,15:50:52,25.183,2023,14
russell,19,1,15:50:56,24.215,2023,14
max_verstappen,20,1,15:52:13,24.228,2023,14
leclerc,20,1,15:52:19,23.931,2023,14
stroll,20,1,15:52:50,25.667,2023,14
perez,21,1,15:53:46,23.819,2023,14
alonso,21,1,15:54:03,24.798,2023,14
norris,22,1,15:55:26,23.727,2023,14
piastri,23,1,15:56:53,24.133,2023,14
ocon,24,1,15:58:45,24.249,2023,14
bottas,25,1,16:00:06,24.658,2023,14
hamilton,27,1,16:02:46,24.255,2023,14
gasly,31,2,16:09:08,24.686,2023,14
lawson,33,2,16:11:56,24.281,2023,14
zhou,33,2,16:11:58,25.959,2023,14
kevin_magnussen,33,2,16:12:15,24.765,2023,14
hulkenberg,39,2,16:20:52,24.328,2023,14
piastri,41,2,16:23:21,31.799,2023,14
zhou,2,1,20:07:21,30.032,2023,15
sargeant,19,1,20:36:42,1:03.543,2023,15
sainz,20,1,20:37:19,29.499,2023,15
leclerc,20,1,20:37:28,32.888,2023,15
russell,20,1,20:37:29,29.976,2023,15
norris,20,1,20:37:31,29.485,2023,15
hamilton,20,1,20:37:33,32.631,2023,15
alonso,20,1,20:37:39,30.670,2023,15
ocon,20,1,20:37:43,29.755,2023,15
kevin_magnussen,20,1,20:37:50,31.475,2023,15
hulkenberg,20,1,20:37:53,35.497,2023,15
gasly,20,1,20:37:54,31.802,2023,15
lawson,20,1,20:37:55,32.348,2023,15
piastri,20,1,20:37:58,29.369,2023,15
albon,20,1,20:37:59,30.138,2023,15
zhou,20,2,20:38:30,30.637,2023,15
perez,39,1,21:11:53,28.977,2023,15
max_verstappen,40,1,21:13:21,29.698,2023,15
bottas,40,1,21:13:47,30.487,2023,15
albon,43,2,21:18:51,29.787,2023,15
kevin_magnussen,43,2,21:19:04,33.078,2023,15
sargeant,43,2,21:19:17,31.018,2023,15
russell,44,2,21:20:21,30.039,2023,15
hamilton,44,2,21:20:24,33.581,2023,15
alonso,44,2,21:20:59,52.708,2023,15
albon,1,1,14:06:29,50.143,2023,16
zhou,1,1,14:06:34,41.041,2023,16
ocon,1,1,14:06:45,27.056,2023,16
bottas,1,1,14:06:58,55.802,2023,16
perez,2,1,14:08:56,32.450,2023,16
sargeant,2,1,14:09:11,32.715,2023,16
sargeant,5,2,14:16:24,43.868,2023,16
bottas,6,2,14:18:28,53.512,2023,16
hulkenberg,8,1,14:21:18,23.520,2023,16
tsunoda,9,1,14:22:56,22.944,2023,16
lawson,10,1,14:24:35,23.136,2023,16
zhou,10,2,14:24:44,24.091,2023,16
alonso,11,1,14:26:10,24.086,2023,16
perez,12,2,14:28:22,41.499,2023,16
kevin_magnussen,12,1,14:28:23,23.816,2023,16
piastri,13,1,14:29:24,24.455,2023,16
albon,13,2,14:29:58,52.165,2023,16
stroll,14,1,14:31:37,23.441,2023,16
perez,13,3,14:31:50,41:25.913,2023,16
max_verstappen,16,1,14:34:31,24.382,2023,16
hamilton,16,1,14:34:49,24.841,2023,16
norris,17,1,14:36:20,23.523,2023,16
leclerc,17,1,14:36:23,23.197,2023,16
sainz,18,1,14:38:04,23.075,2023,16
gasly,18,1,14:38:20,24.488,2023,16
hulkenberg,21,2,14:43:39,23.660,2023,16
sargeant,21,3,14:44:16,35.182,2023,16
russell,24,1,14:48:05,24.034,2023,16
alonso,25,2,14:50:07,24.294,2023,16
lawson,25,2,14:50:20,23.671,2023,16
russell,1,1,20:05:46,39.686,2023,17
bottas,3,1,20:10:22,29.977,2023,17
kevin_magnussen,3,1,20:10:26,28.743,2023,17
stroll,3,1,20:10:27,28.886,2023,17
lawson,3,1,20:10:28,29.330,2023,17
tsunoda,9,1,20:20:28,27.781,2023,17
ocon,10,1,20:21:53,28.961,2023,17
alonso,11,1,20:23:19,28.373,2023,17
gasly,11,1,20:23:25,28.429,2023,17
piastri,12,1,20:24:45,28.875,2023,17
leclerc,12,1,20:24:49,28.228,2023,17
norris,13,1,20:26:21,28.134,2023,17
hulkenberg,13,1,20:26:32,39.879,2023,17
sargeant,13,1,20:26:35,29.436,2023,17
russell,14,2,20:27:57,28.542,2023,17
max_verstappen,17,1,20:32:05,28.233,2023,17
perez,17,1,20:32:32,27.808,2023,17
albon,18,1,20:33:58,29.253,2023,17
zhou,18,1,20:34:06,28.984,2023,17
bottas,21,2,20:38:42,29.387,2023,17
stroll,21,2,20:38:45,28.156,2023,17
kevin_magnussen,21,2,20:38:52,28.948,2023,17
lawson,21,2,20:38:54,28.665,2023,17
tsunoda,22,2,20:40:25,27.596,2023,17
piastri,25,2,20:44:26,27.868,2023,17
leclerc,25,2,20:44:40,27.873,2023,17
ocon,25,2,20:44:42,28.969,2023,17
alonso,26,2,20:46:01,28.432,2023,17
gasly,26,2,20:46:12,30.192,2023,17
sargeant,26,2,20:46:27,29.373,2023,17
zhou,9,1,14:19:22,25.636,2023,18
albon,10,1,14:21:07,24.563,2023,18
bottas,10,1,14:21:09,24.783,2023,18
kevin_magnussen,10,1,14:21:11,25.067,2023,18
sargeant,11,1,14:22:55,24.990,2023,18
max_verstappen,16,1,14:31:06,23.756,2023,18
norris,17,1,14:32:42,24.155,2023,18
sainz,17,1,14:32:54,23.668,2023,18
perez,17,1,14:32:58,24.245,2023,18
tsunoda,17,1,14:33:06,24.354,2023,18
gasly,18,1,14:34:46,23.900,2023,18
alonso,19,1,14:36:41,25.055,2023,18
hulkenberg,19,1,14:36:48,26.573,2023,18
hamilton,20,1,14:37:53,24.916,2023,18
stroll,20,1,14:38:28,24.457,2023,18
russell,21,1,14:39:49,24.357,2023,18
ricciardo,23,1,14:43:10,23.963,2023,18
leclerc,23,1,14:43:10,23.963,2023,18
zhou,27,2,14:50:48,24.717,2023,18
bottas,28,2,14:52:29,25.020,2023,18
albon,29,2,14:54:08,24.354,2023,18
kevin_magnussen,29,2,14:54:24,24.745,2023,18
sargeant,32,2,14:59:24,25.547,2023,18
norris,34,2,15:01:53,23.361,2023,18
tsunoda,34,2,15:02:26,24.125,2023,18
hulkenberg,34,2,15:02:47,24.308,2023,18
max_verstappen,35,2,15:03:31,24.974,2023,18
sainz,35,2,15:03:42,23.673,2023,18
perez,37,2,15:07:07,23.747,2023,18
gasly,37,2,15:07:28,24.880,2023,18
tsunoda,9,1,14:16:34,30.121,2023,19
norris,11,1,14:19:23,23.408,2023,19
max_verstappen,19,1,14:30:10,22.427,2023,19
zhou,21,1,14:33:34,22.817,2023,19
sargeant,22,1,14:35:03,23.945,2023,19
hulkenberg,23,1,14:36:19,23.144,2023,19
kevin_magnussen,23,1,14:36:27,23.642,2023,19
hamilton,24,1,14:37:21,22.210,2023,19
piastri,25,1,14:38:53,23.734,2023,19
russell,26,1,14:40:18,22.311,2023,19
ricciardo,27,1,14:41:39,22.406,2023,19
gasly,28,1,14:43:24,22.627,2023,19
alonso,29,1,14:45:06,22.844,2023,19
sainz,30,1,14:45:46,22.067,2023,19
stroll,30,1,14:46:28,22.582,2023,19
leclerc,31,1,14:47:01,22.248,2023,19
bottas,31,1,14:47:48,23.638,2023,19
max_verstappen,33,2,14:50:02,22.372,2023,19
norris,33,2,14:50:50,22.563,2023,19
albon,33,1,14:50:54,23.680,2023,19
max_verstappen,34,3,14:52:56,20:09.136,2023,19
leclerc,34,2,14:52:57,20:10.512,2023,19
hamilton,34,2,14:52:59,20:12.908,2023,19
sainz,34,2,14:53:00,20:15.432,2023,19
ricciardo,34,2,14:53:02,20:17.136,2023,19
piastri,34,2,14:53:04,20:19.064,2023,19
russell,34,2,14:53:10,20:18.200,2023,19
tsunoda,34,2,14:53:13,20:18.057,2023,19
hulkenberg,34,2,14:53:15,20:19.826,2023,19
norris,34,3,14:53:17,20:26.386,2023,19
max_verstappen,1,1,14:05:19,18.535,2023,20
norris,1,1,14:05:21,19.386,2023,20
hamilton,1,1,14:05:24,18.521,2023,20
alonso,1,1,14:05:26,18.487,2023,20
stroll,1,1,14:05:28,18.504,2023,20
russell,1,1,14:05:30,20.449,2023,20
perez,1,1,14:05:32,20.811,2023,20
sainz,1,1,14:05:33,23.030,2023,20
ocon,1,1,14:05:35,22.209,2023,20
piastri,1,1,14:05:36,26:24.007,2023,20
tsunoda,1,1,14:05:39,20.969,2023,20
gasly,1,1,14:05:40,20.523,2023,20
bottas,1,1,14:05:41,20.732,2023,20
