driverId,lap,stop,duration,Season,Round
hulkenberg,23,1,23.144,2023,19
kevin_magnussen,23,1,23.642,2023,19
hamilton,24,1,22.21,2023,19
piastri,25,1,23.734,2023,19
russell,26,1,22.311,2023,19
ricciardo,27,1,22.406,2023,19
gasly,28,1,22.627,2023,19
alonso,29,1,22.844,2023,19
sainz,30,1,22.067,2023,19
stroll,30,1,22.582,2023,19
leclerc,31,1,22.248,2023,19
bottas,31,1,23.638,2023,19
max_verstappen,33,2,22.372,2023,19
norris,33,2,22.563,2023,19
albon,33,1,23.68,2023,19
max_verstappen,1,1,18.535,2023,20
norris,1,1,19.386,2023,20
hamilton,1,1,18.521,2023,20
alonso,1,1,18.487,2023,20
stroll,1,1,18.504,2023,20
russell,1,1,20.449,2023,20
perez,1,1,20.811,2023,20
sainz,1,1,23.03,2023,20
ocon,1,1,22.209,2023,20
tsunoda,1,1,20.969,2023,20
gasly,1,1,20.523,2023,20
bottas,1,1,20.732,2023,20
zhou,1,1,21.256,2023,20
sargeant,1,1,27.472,2023,20
hulkenberg,1,1,34.261,2023,20
perez,1,1,33.599,2023,21
alonso,1,1,29.304,2023,21
bottas,1,1,43.914,2023,21
stroll,3,1,22.222,2023,21
sainz,3,1,21.261,2023,21
tsunoda,10,1,20.619,2023,21
hulkenberg,12,1,22.154,2023,21
kevin_magnussen,14,1,21.611,2023,21
russell,15,1,21.257,2023,21
sargeant,15,1,21.367,2023,21
max_verstappen,16,1,26.686,2023,21
albon,16,1,21.242,2023,21
piastri,16,1,23.269,2023,21
gasly,17,1,22.262,2023,21
hamilton,17,1,25.047,2023,21
ricciardo,17,1,22.242,2023,21
ocon,20,1,21.763,2023,21
leclerc,21,1,22.559,2023,21
tsunoda,21,2,20.894,2023,21
bottas,24,2,21.575,2023,21
perez,26,2,21.568,2023,21
stroll,26,2,22.57,2023,21
max_verstappen,26,2,21.323,2023,21
russell,26,2,21.952,2023,21
sainz,26,2,22.63,2023,21
alonso,26,2,23.214,2023,21
zhou,26,1,22.155,2023,21
kevin_magnussen,26,2,21.868,2023,21
hulkenberg,26,2,25.453,2023,21
hamilton,26,2,22.508,2023,21
kevin_magnussen,5,1,22.764,2023,22
ricciardo,7,1,21.692,2023,22
alonso,12,1,22.462,2023,22
piastri,13,1,21.697,2023,22
hulkenberg,13,1,21.861,2023,22
zhou,13,1,22.867,2023,22
norris,14,1,24.061,2023,22
russell,14,1,21.65,2023,22
hamilton,15,1,22.195,2023,22
ocon,15,1,22.16,2023,22
sargeant,15,1,22.124,2023,22
max_verstappen,16,1,21.662,2023,22
albon,16,1,22.17,2023,22
leclerc,17,1,21.919,2023,22
perez,17,1,21.446,2023,22
gasly,17,1,23.091,2023,22
tsunoda,22,1,21.486,2023,22
stroll,22,1,21.866,2023,22
kevin_magnussen,22,2,22.163,2023,22
sainz,23,1,21.229,2023,22
bottas,29,1,22.665,2023,22
ricciardo,31,2,21.74,2023,22
gasly,32,2,23.478,2023,22
norris,33,2,21.432,2023,22
hulkenberg,33,2,22.081,2023,22
russell,34,2,22.084,2023,22
leclerc,35,2,21.246,2023,22
hamilton,35,2,22.045,2023,22
piastri,36,2,21.156,2023,22
alonso,36,2,21.841,2023,22
